8.80000000e+01	3.00000000e+00	2.00000000e+00	1.27144324e-02	2.11328976e-01	2.06901489e-02	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	4.34016590e-01	6.04265342e+00	1.00000000e+00	1.00922850e-02	0.00000000e+00	
7.60000000e+01	4.00000000e+00	3.00000000e+00	1.22223950e-01	2.34866828e-01	5.47723879e-02	2.19072165e-01	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.57578605e+00	-1.62810296e+01	1.00000000e+00	1.13618302e-02	1.66666667e-01	
8.40000000e+01	1.00000000e+00	1.00000000e+00	6.54399674e-02	1.71681416e-01	0.00000000e+00	3.15463918e-02	2.00000000e+00	5.00000000e+00	1.00000000e-01	-1.15133468e+00	5.93145459e+00	0.00000000e+00	3.53465710e-03	0.00000000e+00	
3.90000000e+01	1.00000000e+00	1.00000000e+00	2.96173590e-03	1.80633147e-01	0.00000000e+00	3.92783505e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.20320085e-01	4.55157758e+01	1.00000000e+00	3.82970196e-03	0.00000000e+00	
6.60000000e+01	3.00000000e+00	2.00000000e+00	5.89860806e-03	2.08602151e-01	3.01592415e-02	3.92783505e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-7.43071668e-01	-3.50988579e+00	1.00000000e+00	1.02414001e-02	0.00000000e+00	
5.70000000e+01	4.00000000e+00	3.00000000e+00	1.73312035e-02	2.73239437e-01	4.50281766e-02	0.00000000e+00	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-7.63585966e-01	4.82359944e+01	1.00000000e+00	1.01335733e-02	3.33333333e-01	
6.90000000e+01	2.00000000e+00	1.00000000e+00	3.50108512e-03	2.04210526e-01	2.06185567e-02	5.90721649e-02	2.00000000e+00	5.00000000e+00	1.00000000e-01	-3.03589987e-02	-4.89081230e+01	0.00000000e+00	8.29638422e-03	0.00000000e+00	
8.70000000e+01	1.00000000e+00	1.00000000e+00	2.21082821e-02	1.90569745e-01	0.00000000e+00	2.19072165e-01	2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.25373157e+00	-3.38608991e+01	1.00000000e+00	3.94500117e-03	0.00000000e+00	
6.10000000e+01	2.00000000e+00	2.00000000e+00	5.63185878e-03	2.24537037e-01	0.00000000e+00	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	7.14171328e-01	-3.66711583e+01	1.00000000e+00	5.75228600e-03	1.00000000e+00	
3.90000000e+01	1.00000000e+00	1.00000000e+00	2.96173590e-03	1.80633147e-01	0.00000000e+00	3.92783505e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	3.01329799e+00	4.99948786e+01	1.00000000e+00	3.82970196e-03	0.00000000e+00	
1.60000000e+01	8.00000000e+00	3.00000000e+00	1.62560355e-02	2.81976744e-01	2.22649588e-01	1.83505155e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-3.03180212e-02	1.32266243e+01	1.00000000e+00	1.96818360e-02	1.42857143e-01	
3.40000000e+01	5.00000000e+00	4.00000000e+00	1.69125580e-02	2.41895262e-01	6.26068267e-02	3.92783505e-02	2.00000000e-01	5.00000000e+00	1.00000000e-01	-5.93322941e-01	-4.79444402e+01	1.00000000e+00	1.27044329e-02	6.00000000e-01	
9.40000000e+01	2.00000000e+00	2.00000000e+00	3.10166404e-04	1.55448718e-01	9.72119842e-03	1.49381443e-01	2.00000000e-01	5.00000000e+00	1.00000000e-01	1.18181129e+00	-4.95791711e+01	1.00000000e+00	8.18753133e-03	0.00000000e+00	
7.80000000e+01	7.00000000e+00	4.00000000e+00	3.61779864e-01	2.06823028e-01	3.58683252e-02	3.15463918e-02	2.00000000e-01	5.00000000e+00	1.00000000e-01	2.45989109e+00	-7.55481254e+00	0.00000000e+00	1.65038988e-02	4.28571429e-01	
1.20000000e+01	7.00000000e+00	3.00000000e+00	1.02877794e-02	2.46192893e-01	9.24333468e-02	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	1.66198677e+00	2.12706377e+01	0.00000000e+00	1.86722362e-02	2.38095238e-01	
8.90000000e+01	3.00000000e+00	2.00000000e+00	8.49126667e-03	1.90944882e-01	3.59403136e-02	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	7.92597600e-02	2.07205293e+01	1.00000000e+00	9.94485829e-03	3.33333333e-01	
1.20000000e+01	7.00000000e+00	3.00000000e+00	1.02877794e-02	2.46192893e-01	9.24333468e-02	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	2.90962082e+00	2.54971045e-01	0.00000000e+00	1.86722362e-02	2.38095238e-01	
9.00000000e+01	3.00000000e+00	2.00000000e+00	1.38343605e-02	2.12253829e-01	9.95240238e-03	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.76769390e-01	-4.22507519e+01	1.00000000e+00	9.17841577e-03	3.33333333e-01	
4.30000000e+01	7.00000000e+00	4.00000000e+00	1.38040979e-02	2.43718593e-01	6.16624409e-02	0.00000000e+00	2.00000000e+00	5.00000000e+00	1.00000000e-01	-1.23458320e+00	-1.86012662e+01	1.00000000e+00	1.70329717e-02	3.33333333e-01	
4.90000000e+01	2.00000000e+00	2.00000000e+00	5.38503048e-04	1.58238173e-01	0.00000000e+00	6.59793814e-03	-2.00000000e-01	5.00000000e+00	1.00000000e-01	1.59230402e+00	2.97336834e+00	1.00000000e+00	7.12748837e-03	1.00000000e+00	
7.10000000e+01	1.00000000e+00	1.00000000e+00	6.33288136e-04	1.69877408e-01	0.00000000e+00	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-7.99659797e-01	1.41740197e+01	0.00000000e+00	5.05657554e-03	0.00000000e+00	
7.70000000e+01	1.00000000e+00	1.00000000e+00	2.02963781e-02	1.93612774e-01	0.00000000e+00	5.50515464e-02	2.00000000e-01	5.00000000e+00	1.00000000e-01	-7.16225128e-01	7.81630557e+00	1.00000000e+00	3.96550606e-03	0.00000000e+00	
4.30000000e+01	7.00000000e+00	4.00000000e+00	1.38040979e-02	2.43718593e-01	6.16624409e-02	0.00000000e+00	2.00000000e+00	5.00000000e+00	1.00000000e-01	1.02157159e+00	-9.29490523e-01	1.00000000e+00	1.70329717e-02	3.33333333e-01	
9.30000000e+01	2.00000000e+00	2.00000000e+00	3.45223297e-04	1.49922720e-01	7.14439126e-03	1.49381443e-01	2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.28316202e+00	4.31941980e+01	1.00000000e+00	8.37022115e-03	0.00000000e+00	
7.10000000e+01	1.00000000e+00	1.00000000e+00	6.33288136e-04	1.69877408e-01	0.00000000e+00	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.59975726e-01	1.75286888e+01	1.00000000e+00	5.05657554e-03	0.00000000e+00	
2.10000000e+01	2.00000000e+00	2.00000000e+00	5.27665363e-03	2.22477064e-01	0.00000000e+00	1.83505155e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.19238167e+00	-3.99463109e+01	1.00000000e+00	5.76072733e-03	1.00000000e+00	
4.40000000e+01	4.00000000e+00	4.00000000e+00	7.41890324e-03	2.13656388e-01	0.00000000e+00	0.00000000e+00	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.68635703e+00	-3.95255432e+01	1.00000000e+00	9.92616288e-03	1.00000000e+00	
1.50000000e+01	1.00000000e+00	1.00000000e+00	1.95691330e-03	1.97556008e-01	0.00000000e+00	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	4.71343198e-02	3.86786812e+00	1.00000000e+00	3.73373359e-03	0.00000000e+00	
7.90000000e+01	8.00000000e+00	4.00000000e+00	4.20948909e-01	2.26635514e-01	9.82816010e-02	3.15463918e-02	-2.00000000e+00	5.00000000e+00	1.00000000e-01	1.06630536e+00	1.82274082e+01	1.00000000e+00	1.77418332e-02	4.64285714e-01	
6.20000000e+01	4.00000000e+00	2.00000000e+00	6.56818898e-03	2.10869565e-01	4.64173212e-02	3.92783505e-02	-2.00000000e+00	5.00000000e+00	1.00000000e-01	1.77772757e+00	-3.19709424e+01	0.00000000e+00	1.19682604e-02	1.66666667e-01	
7.10000000e+01	1.00000000e+00	1.00000000e+00	6.33288136e-04	1.69877408e-01	0.00000000e+00	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-3.06797032e-01	3.34196492e+01	1.00000000e+00	5.05657554e-03	0.00000000e+00	
5.70000000e+01	4.00000000e+00	3.00000000e+00	1.73312035e-02	2.73239437e-01	4.50281766e-02	0.00000000e+00	-2.00000000e-01	5.00000000e+00	1.00000000e-01	1.56904501e+00	-1.74002903e+01	1.00000000e+00	1.01335733e-02	3.33333333e-01	
2.00000000e+00	5.00000000e+00	2.00000000e+00	3.99000910e-03	2.02928870e-01	6.38007030e-02	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.81430306e-01	1.95172365e+01	1.00000000e+00	1.50937870e-02	2.00000000e-01	
1.90000000e+01	2.00000000e+00	2.00000000e+00	9.97333813e-03	2.40099010e-01	6.13151024e-02	5.50515464e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	4.37202627e-01	1.06482518e+01	1.00000000e+00	6.17265697e-03	0.00000000e+00	
3.20000000e+01	2.00000000e+00	2.00000000e+00	2.87168726e-03	2.28235294e-01	2.10463744e-02	1.25360825e-01	2.00000000e-01	5.00000000e+00	1.00000000e-01	3.23379374e+00	4.12108734e+01	1.00000000e+00	6.14310679e-03	0.00000000e+00	
3.10000000e+01	5.00000000e+00	2.00000000e+00	1.88504540e-03	1.86897881e-01	3.86825267e-02	6.59793814e-03	2.00000000e-01	5.00000000e+00	1.00000000e-01	1.17872869e+00	1.24375378e+00	1.00000000e+00	1.60374798e-02	3.00000000e-01	
5.80000000e+01	5.00000000e+00	3.00000000e+00	1.20441610e-01	2.67217631e-01	1.72421023e-01	2.19072165e-01	2.00000000e-01	5.00000000e+00	1.00000000e-01	1.13412853e+00	-1.59455057e+01	1.00000000e+00	1.26941376e-02	2.00000000e-01	
7.10000000e+01	1.00000000e+00	1.00000000e+00	6.33288136e-04	1.69877408e-01	0.00000000e+00	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-3.57742146e+00	2.61733223e+01	1.00000000e+00	5.05657554e-03	0.00000000e+00	
3.60000000e+01	6.00000000e+00	4.00000000e+00	2.53031305e-02	2.53263708e-01	8.70724922e-02	3.92783505e-02	2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.20253853e+00	-3.90387050e+01	1.00000000e+00	1.50176308e-02	4.66666667e-01	
7.10000000e+01	1.00000000e+00	1.00000000e+00	6.33288136e-04	1.69877408e-01	0.00000000e+00	5.90721649e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.31492664e+00	3.32071976e+01	0.00000000e+00	5.05657554e-03	0.00000000e+00	
4.00000000e+01	3.00000000e+00	2.00000000e+00	3.88808030e-02	2.20956720e-01	5.56212437e-02	5.50515464e-02	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-2.95758883e+00	2.96287969e+01	1.00000000e+00	9.00299876e-03	3.33333333e-01	
6.90000000e+01	2.00000000e+00	1.00000000e+00	3.50108512e-03	2.04210526e-01	2.06185567e-02	5.90721649e-02	2.00000000e+00	5.00000000e+00	1.00000000e-01	-5.11516853e-01	9.01234932e+00	0.00000000e+00	8.29638422e-03	0.00000000e+00	
5.40000000e+01	3.00000000e+00	3.00000000e+00	1.54718561e-02	2.52604167e-01	1.13519022e-02	2.93298969e-01	-2.00000000e-01	5.00000000e+00	1.00000000e-01	-1.80867022e+00	-3.45807075e+01	1.00000000e+00	7.96236492e-03	3.33333333e-01	
4.20000000e+01	6.00000000e+00	4.00000000e+00	1.23729359e-02	2.41895262e-01	5.55627845e-02	0.00000000e+00	2.00000000e-01	5.00000000e+00	1.00000000e-01	1.61490962e+00	3.52473281e+01	1.00000000e+00	1.48845317e-02	4.66666667e-01	
7.90000000e+01	8.00000000e+00	4.00000000e+00	4.20948909e-01	2.26635514e-01	9.82816010e-02	3.15463918e-02	-2.00000000e+00	5.00000000e+00	1.00000000e-01	-2.44483924e-01	2.21109650e+01	0.00000000e+00	1.77418332e-02	4.64285714e-01	
1.10000000e+01	2.00000000e+00	2.00000000e+00	2.28621027e-03	1.98770492e-01	0.00000000e+00	0.00000000e+00	-2.00000000e+00	5.00000000e+00	1.00000000e-01	-2.15043684e+00	3.57623980e-01	1.00000000e+00	6.77571939e-03	1.00000000e+00	
1.00000000e+01	3.00000000e+00	2.00000000e+00	2.35135951e-03	1.99178645e-01	2.06185567e-02	0.00000000e+00	-2.00000000e+00	5.00000000e+00	1.00000000e-01	2.22902070e+00	-2.19223960e+01	0.00000000e+00	1.05097559e-02	3.33333333e-01	
